ID,Sex,SpeciesID,Species,Tribe,CollectionDate,CollectionLocation,latitude,longitude
JBE5,M,Leppro,Lepidiolamprologus profundicola,Lamprologini,31.08.14,Chitweshiba,-8.595833333,30.8075
JBD9,NA,Telvit,Telmatochromis vittatus,Lamprologini,31.08.14,Chitweshiba,-8.595833333,30.8075
JBC8,M,Telbra,Telmatochromis brachygnathus,Lamprologini,31.08.14,Chitweshiba,-8.595833333,30.8075
IMH3,F,Neomod,Neolamprologus modestus,Lamprologini,19.08.14,Chitweshiba,-8.595833333,30.8075
JBD7,NA,Telvit,Telmatochromis vittatus,Lamprologini,31.08.14,Chitweshiba,-8.595833333,30.8075
JEA6,NA,Lamcal,Lamprologus callipterus,Lamprologini,20.08.14,Chitweshiba,-8.595833333,30.8075
JBD8,NA,Telvit,Telmatochromis vittatus,Lamprologini,31.08.14,Chitweshiba,-8.595833333,30.8075
IMI1,NA,Xennas,Xenotilapia nasus,Ectodini,20.08.14,Chitweshiba,-8.595833333,30.8075
IMI4,NA,Plestr,Plecodus straeleni,Perissodini,20.08.14,Chitweshiba,-8.595833333,30.8075
JBE3,NA,Telvit,Telmatochromis vittatus,Lamprologini,31.08.14,Chitweshiba,-8.595833333,30.8075
JBC5,M,Gralem,Grammatotria lemairii,Ectodini,31.08.14,Chitweshiba,-8.595833333,30.8075
JEA7,NA,Lamcal,Lamprologus callipterus,Lamprologini,20.08.14,Chitweshiba,-8.595833333,30.8075
JBD4,M,Petfas,Petrochromis fasciolatus,Tropheini,31.08.14,Chitweshiba,-8.595833333,30.8075
IMI2,F,Lepmim,Lepidiolamprologus mimicus,Lamprologini,20.08.14,Chitweshiba,-8.595833333,30.8075
IMH7,F,Xennas,Xenotilapia nasus,Ectodini,20.08.14,Chitweshiba,-8.595833333,30.8075
JBD3,NA,Simple,Pseudosimochromis babaulti (South),Tropheini,31.08.14,Chitweshiba,-8.595833333,30.8075
JED3,M,Leppro,Lepidiolamprologus profundicola,Lamprologini,20.08.14,Chitweshiba,-8.595833333,30.8075
JEC7,M,Cypcol,Cyprichromis coloratus,Cyprichromini,20.08.14,Chitweshiba,-8.595833333,30.8075
IMH2,F,Neomod,Neolamprologus modestus,Lamprologini,19.08.14,Chitweshiba,-8.595833333,30.8075
IMH6,F,Xenbat,Xenotilapia bathyphilus,Ectodini,20.08.14,Chitweshiba,-8.595833333,30.8075
JBE2,NA,Telvit,Telmatochromis vittatus,Lamprologini,31.08.14,Chitweshiba,-8.595833333,30.8075
IMG5,NA,Xennas,Xenotilapia nasus,Ectodini,19.08.14,Chitweshiba,-8.595833333,30.8075
JEC6,M,Cyppav,Cyprichromis pavo,Cyprichromini,20.08.14,Chitweshiba,-8.595833333,30.8075
JEA3,F,Hapmic,Haplotaxodon microlepis,Perissodini,20.08.14,Chitweshiba,-8.595833333,30.8075
IMG7,F,Chabri,Chalinochromis brichardi,Lamprologini,19.08.14,Chitweshiba,-8.595833333,30.8075
JED4,M,NeoveS,Neolamprologus sp. "ventralis stripe",Lamprologini,20.08.14,Chitweshiba,-8.595833333,30.8075
JBC9,M,Telbra,Telmatochromis brachygnathus,Lamprologini,31.08.14,Chitweshiba,-8.595833333,30.8075
JEC8,M,Cypcol,Cyprichromis coloratus,Cyprichromini,20.08.14,Chitweshiba,-8.595833333,30.8075
IMG6,NA,Tromoo,Tropheus moorii,Tropheini,19.08.14,Chitweshiba,-8.595833333,30.8075
JWG2,M,Ctepol,Ctenochromis polli,Haplochromini,,DRC,NA,NA
JWF6,F,Lamtig,Lamprologus tigripictilis,Lamprologini,,DRC: Congo river,NA,NA
LHD5,F,Petgia,Petrochromis sp. "giant",Tropheini,21.08.15,Fulwe,-7.955,30.8225
LHD7,F,Petgia,Petrochromis sp. "giant",Tropheini,21.08.15,Fulwe,-7.955,30.8225
LDE6,F,Petkip,Petrochromis sp. "kipili brown",Tropheini,12.08.15,Fulwe,-7.955,30.8225
LHD2,F,Petgia,Petrochromis sp. "giant",Tropheini,21.08.15,Fulwe,-7.955,30.8225
LDD2,M,Lepmim,Lepidiolamprologus mimicus,Lamprologini,12.08.15,Fulwe,-7.955,30.8225
LDC9,M,Petgia,Petrochromis sp. "giant",Tropheini,12.08.15,Fulwe,-7.955,30.8225
LDD5,M,Lepmim,Lepidiolamprologus mimicus,Lamprologini,12.08.15,Fulwe,-7.955,30.8225
LDD7,M,Chacya,Chalinochromis cyanophleps,Lamprologini,12.08.15,Fulwe,-7.955,30.8225
LHD6,F,Petgia,Petrochromis sp. "giant",Tropheini,21.08.15,Fulwe,-7.955,30.8225
LDE4,F,Petkip,Petrochromis sp. "kipili brown",Tropheini,12.08.15,Fulwe,-7.955,30.8225
LDE7,M,Petkip,Petrochromis sp. "kipili brown",Tropheini,12.08.15,Fulwe,-7.955,30.8225
LDC8,M,Petgia,Petrochromis sp. "giant",Tropheini,12.08.15,Fulwe,-7.955,30.8225
LDD1,M,Lepmim,Lepidiolamprologus mimicus,Lamprologini,12.08.15,Fulwe,-7.955,30.8225
LHD4,F,Petgia,Petrochromis sp. "giant",Tropheini,21.08.15,Fulwe,-7.955,30.8225
LDD3,M,Lepmim,Lepidiolamprologus mimicus,Lamprologini,12.08.15,Fulwe,-7.955,30.8225
LDE2,F,Chabif,Chalinochromis sp. "bifrenatus",Lamprologini,12.08.15,Fulwe,-7.955,30.8225
LHD3,M,Petgia,Petrochromis sp. "giant",Tropheini,21.08.15,Fulwe,-7.955,30.8225
LDC7,M,Petgia,Petrochromis sp. "giant",Tropheini,12.08.15,Fulwe,-7.955,30.8225
LDD8,M,Chacya,Chalinochromis cyanophleps,Lamprologini,12.08.15,Fulwe,-7.955,30.8225
LDE3,M,Petkip,Petrochromis sp. "kipili brown",Tropheini,12.08.15,Fulwe,-7.955,30.8225
LDE5,F,Petkip,Petrochromis sp. "kipili brown",Tropheini,12.08.15,Fulwe,-7.955,30.8225
LDC6,M,Petgia,Petrochromis sp. "giant",Tropheini,12.08.15,Fulwe,-7.955,30.8225
LDD9,F,Chabif,Chalinochromis sp. "bifrenatus",Lamprologini,12.08.15,Fulwe,-7.955,30.8225
LDD6,F,Lepmim,Lepidiolamprologus mimicus,Lamprologini,12.08.15,Fulwe,-7.955,30.8225
LDD4,M,Lepmim,Lepidiolamprologus mimicus,Lamprologini,12.08.15,Fulwe,-7.955,30.8225
LHD8,M,Oretan,Oreochromis tanganicae,Oreochromini,21.08.15,Fulwe,-7.955,30.8225
LDE1,M,Chabif,Chalinochromis sp. "bifrenatus",Lamprologini,12.08.15,Fulwe,-7.955,30.8225
KHG2,M,Calmel,Callochromis melanostigma,Ectodini,23.06.15,George's Place,-4.885,29.62083333
KHG3,NA,Simmrg,Pseudosimochromis marginatus (North),Tropheini,23.06.15,George's Place,-4.885,29.62083333
KHG4,NA,Simmrg,Pseudosimochromis marginatus (North),Tropheini,23.06.15,George's Place,-4.885,29.62083333
JWD4,NA,Etrcan,Etroplus canarensis,Etroplini,,India,NA,NA
JWE8,M,Steult,Steatocranus sp. "ultraslender",Steatocranini,,Inga DRC,-5.513278,13.625139
IUH4,M,Altfas,Neolamprologus fasciatus,Lamprologini,25.07.14,Isanga,-8.654555556,31.19183333
GPG6,NA,Xensun,Xenotilapia sp. "papilio sunflower",Ectodini,04.09.14,Isanga,-8.654555556,31.19183333
IUH3,M,Cunlon,Cunningtonia longiventralis,Ectodini,25.07.14,Isanga,-8.654555556,31.19183333
GPF9,F,Xensun,Xenotilapia sp. "papilio sunflower",Ectodini,04.09.14,Isanga,-8.654555556,31.19183333
GPG8,NA,Xensun,Xenotilapia sp. "papilio sunflower",Ectodini,04.09.14,Isanga,-8.654555556,31.19183333
GPF8,M,Xensun,Xenotilapia sp. "papilio sunflower",Ectodini,04.09.14,Isanga,-8.654555556,31.19183333
GPH2,F,Neocyl,Neolamprologus cylindricus,Lamprologini,04.09.14,Isanga,-8.654555556,31.19183333
GPH4,NA,Petfas,Petrochromis fasciolatus,Tropheini,04.09.14,Isanga,-8.654555556,31.19183333
GPH1,M,Neocyl,Neolamprologus cylindricus,Lamprologini,04.09.14,Isanga,-8.654555556,31.19183333
GPG2,NA,Xensun,Xenotilapia sp. "papilio sunflower",Ectodini,04.09.14,Isanga,-8.654555556,31.19183333
GPH3,F,Neocyl,Neolamprologus cylindricus,Lamprologini,04.09.14,Isanga,-8.654555556,31.19183333
GPG3,NA,Xensun,Xenotilapia sp. "papilio sunflower",Ectodini,04.09.14,Isanga,-8.654555556,31.19183333
GPG4,NA,Xensun,Xenotilapia sp. "papilio sunflower",Ectodini,04.09.14,Isanga,-8.654555556,31.19183333
LDC4,M,Petmac,Petrochromis macrognathus,Tropheini,08.08.15,Isanga,-8.654555556,31.19183333
GPG9,M,Neochr,Neolamprologus christyi,Lamprologini,04.09.14,Isanga,-8.654555556,31.19183333
LDC3,M,Petmac,Petrochromis macrognathus,Tropheini,08.08.15,Isanga,-8.654555556,31.19183333
GPG7,NA,Xensun,Xenotilapia sp. "papilio sunflower",Ectodini,04.09.14,Isanga,-8.654555556,31.19183333
GPG5,NA,Xensun,Xenotilapia sp. "papilio sunflower",Ectodini,04.09.14,Isanga,-8.654555556,31.19183333
LDC5,M,Petmac,Petrochromis macrognathus,Tropheini,08.08.15,Isanga,-8.654555556,31.19183333
LCH8,M,Trolun,Tropheus sp. "lunatus",Tropheini,07.07.15,Kabogo 2,-5.476944444,29.76
KEE8,NA,Batvit,Bathybates vittatus,Bathybatini,26.06.15,Kabogo fishermen,-5.683055556,29.76991667
IMD8,M,Neomod,Neolamprologus modestus,Lamprologini,19.08.14,Kabwensolo,-8.609722222,30.82916667
IMD7,M,Neomod,Neolamprologus modestus,Lamprologini,19.08.14,Kabwensolo,-8.609722222,30.82916667
IMD6,F,Limdar,Limnotilapia dardennii,Tropheini,19.08.14,Kabwensolo,-8.609722222,30.82916667
IMD9,M,Neomod,Neolamprologus modestus,Lamprologini,19.08.14,Kabwensolo,-8.609722222,30.82916667
IMD1,M,Lepken,Lepidiolamprologus kendalli,Lamprologini,19.08.14,Kabwensolo,-8.609722222,30.82916667
IMB4,F,TelteS,Telmatochromis temporalis,Lamprologini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IMC1,F,Plestr,Plecodus straeleni,Perissodini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IMB6,F,Neomux,Neolamprologus mustax,Lamprologini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IMD4,F,Lepken,Lepidiolamprologus kendalli,Lamprologini,19.08.14,Kabwensolo,-8.609722222,30.82916667
IMD2,F,Lepken,Lepidiolamprologus kendalli,Lamprologini,19.08.14,Kabwensolo,-8.609722222,30.82916667
IMB2,NA,TelteS,Telmatochromis temporalis,Lamprologini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IMD3,M,Lepken,Lepidiolamprologus kendalli,Lamprologini,19.08.14,Kabwensolo,-8.609722222,30.82916667
IMC2,M,Plestr,Plecodus straeleni,Perissodini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IME4,M,Altcal,Altolamprologus calvus,Lamprologini,19.08.14,Kabwensolo,-8.609722222,30.82916667
IMB8,M,Neomux,Neolamprologus mustax,Lamprologini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IME6,F,Plestr,Plecodus straeleni,Perissodini,19.08.14,Kabwensolo,-8.609722222,30.82916667
IME3,M,Altcal,Altolamprologus calvus,Lamprologini,19.08.14,Kabwensolo,-8.609722222,30.82916667
MOE2,NA,NeoveS,Neolamprologus sp. "ventralis stripe",Lamprologini,03.09.16,Kabwensolo,-8.609722222,30.82916667
IMA5,M,Plestr,Plecodus straeleni,Perissodini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IMA4,F,Neocal,Neolamprologus calliurus,Lamprologini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IMB9,F,Neomux,Neolamprologus mustax,Lamprologini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IMD5,M,Lepken,Lepidiolamprologus kendalli,Lamprologini,19.08.14,Kabwensolo,-8.609722222,30.82916667
IME9,NA,Neomux,Neolamprologus mustax,Lamprologini,19.08.14,Kabwensolo,-8.609722222,30.82916667
IMA6,M,Plestr,Plecodus straeleni,Perissodini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IMB1,NA,Simple,Pseudosimochromis babaulti (South),Tropheini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IMF2,NA,Chabri,Chalinochromis brichardi,Lamprologini,19.08.14,Kabwensolo,-8.609722222,30.82916667
IMA9,NA,Tromoo,Tropheus moorii,Tropheini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IMB7,M,Neomux,Neolamprologus mustax,Lamprologini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IMA1,F,Neoobs,Neolamprologus obscurus,Lamprologini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IMA3,NA,Neoobs,Neolamprologus obscurus,Lamprologini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IMC6,NA,Neomod,Neolamprologus modestus,Lamprologini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IMF5,NA,Tromoo,Tropheus moorii,Tropheini,19.08.14,Kabwensolo,-8.609722222,30.82916667
IMB3,M,TelteS,Telmatochromis temporalis,Lamprologini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IMA7,M,Plestr,Plecodus straeleni,Perissodini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IMA2,M,Neoobs,Neolamprologus obscurus,Lamprologini,18.08.14,Kabwensolo,-8.609722222,30.82916667
IMF6,NA,Neoobs,Neolamprologus obscurus,Lamprologini,19.08.14,Kabwensolo,-8.609722222,30.82916667
IMF4,NA,Lamcal,Lamprologus callipterus,Lamprologini,19.08.14,Kabwensolo,-8.609722222,30.82916667
IMF3,NA,Altcom,Altolamprologus compressiceps,Lamprologini,19.08.14,Kabwensolo,-8.609722222,30.82916667
IME7,NA,Boumic,Boulengerochromis microlepis,Boulengerochromini,19.08.14,Kabwensolo Fishermen,-8.606972222,30.82980556
IME8,NA,Boumic,Boulengerochromis microlepis,Boulengerochromini,19.08.14,Kabwensolo Fishermen,-8.606972222,30.82980556
IMF1,M,Cyafoa,Cyathopharynx foae,Ectodini,19.08.14,Kabwensolo Fishermen,-8.606972222,30.82980556
JEI3,M,Altfas,Neolamprologus fasciatus,Lamprologini,22.08.14,Kabyolwe,-8.569166667,30.75055556
JBB1,F,Trioto,Triglachromis otostigma,Limnochromini,30.08.14,Kabyolwe,-8.569166667,30.75055556
JEH9,NA,Loblab,Lobochilotes labiatus,Tropheini,22.08.14,Kabyolwe,-8.569166667,30.75055556
JEH6,NA,LamorS,Lamprologus sp. "ornatipinnis zambia",Lamprologini,22.08.14,Kabyolwe,-8.569166667,30.75055556
JBB3,M,Trioto,Triglachromis otostigma,Limnochromini,30.08.14,Kabyolwe,-8.569166667,30.75055556
JEH8,M,Simple,Pseudosimochromis babaulti (South),Tropheini,22.08.14,Kabyolwe,-8.569166667,30.75055556
IWI5,F,Lamsig,Lamprologus signatus,Lamprologini,29.08.14,Kabyolwe,-8.569166667,30.75055556
JEH5,NA,Telbra,Telmatochromis brachygnathus,Lamprologini,22.08.14,Kabyolwe,-8.569166667,30.75055556
JBA8,M,Telbra,Telmatochromis brachygnathus,Lamprologini,30.08.14,Kabyolwe,-8.569166667,30.75055556
JEE2,M,LamorS,Lamprologus sp. "ornatipinnis zambia",Lamprologini,21.08.14,Kabyolwe,-8.569166667,30.75055556
JBA9,M,Plestr,Plecodus straeleni,Perissodini,30.08.14,Kabyolwe,-8.569166667,30.75055556
IWI7,F,Trioto,Triglachromis otostigma,Limnochromini,29.08.14,Kabyolwe,-8.569166667,30.75055556
IWI6,F,Petfas,Petrochromis fasciolatus,Tropheini,29.08.14,Kabyolwe,-8.569166667,30.75055556
JEG5,F,Trioto,Triglachromis otostigma,Limnochromini,22.08.14,Kabyolwe,-8.569166667,30.75055556
JBB2,M,Trioto,Triglachromis otostigma,Limnochromini,30.08.14,Kabyolwe,-8.569166667,30.75055556
JEG7,F,Trioto,Triglachromis otostigma,Limnochromini,22.08.14,Kabyolwe,-8.569166667,30.75055556
JEH2,NA,Lchaur,Limnochromis auritus,Limnochromini,22.08.14,Kabyolwe,-8.569166667,30.75055556
IWI4,M,Lamsig,Lamprologus signatus,Lamprologini,29.08.14,Kabyolwe,-8.569166667,30.75055556
JBA7,M,Telbra,Telmatochromis brachygnathus,Lamprologini,30.08.14,Kabyolwe,-8.569166667,30.75055556
JEH7,NA,Lamoce,Lamprologus ocellatus,Lamprologini,22.08.14,Kabyolwe,-8.569166667,30.75055556
JEH4,NA,Telbra,Telmatochromis brachygnathus,Lamprologini,22.08.14,Kabyolwe,-8.569166667,30.75055556
JEG6,M,Trioto,Triglachromis otostigma,Limnochromini,22.08.14,Kabyolwe,-8.569166667,30.75055556
JEI1,NA,Altfas,Neolamprologus fasciatus,Lamprologini,22.08.14,Kabyolwe,-8.569166667,30.75055556
JEI2,M,Altfas,Neolamprologus fasciatus,Lamprologini,22.08.14,Kabyolwe,-8.569166667,30.75055556
IWI8,M,Trioto,Triglachromis otostigma,Limnochromini,29.08.14,Kabyolwe,-8.569166667,30.75055556
JEF1,M,Pleela,Plecodus elaviae,Perissodini,21.08.14,Kabyolwe Fishermen,-8.567694444,30.75219444
IOA5,M,Neobue,Neolamprologus buescheri,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOA6,F,Neobue,Neolamprologus buescheri,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOB3,F,Julreg,Julidochromis sp. "regani south",Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOB9,M,Altfas,Neolamprologus fasciatus,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOB8,NA,Loblab,Lobochilotes labiatus,Tropheini,23.08.14,Kachese,-8.490527778,30.4775
IOA3,F,Neobue,Neolamprologus buescheri,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOA7,NA,Neobue,Neolamprologus buescheri,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOA4,F,Neobue,Neolamprologus buescheri,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOC8,NA,Neoobs,Neolamprologus obscurus,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
JEI5,F,Neobue,Neolamprologus buescheri,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOA9,NA,Neobue,Neolamprologus buescheri,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOC4,NA,Altcal,Altolamprologus calvus,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
JEI6,M,Neofur,Neolamprologus furcifer,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOA2,M,Neobue,Neolamprologus buescheri,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOC2,NA,Tromoo,Tropheus moorii,Tropheini,23.08.14,Kachese,-8.490527778,30.4775
MPD8,F,Lepnka,Lepidiolamprologus nkambae,Lamprologini,09.09.16,Kachese,-8.490527778,30.4775
IOD2,NA,Gralem,Grammatotria lemairii,Ectodini,23.08.14,Kachese,-8.490527778,30.4775
JEI4,M,Neobue,Neolamprologus buescheri,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
JEI8,F,Neofur,Neolamprologus furcifer,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOB2,F,Julreg,Julidochromis sp. "regani south",Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOC3,NA,Altcal,Altolamprologus calvus,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOC1,M,Lepken,Lepidiolamprologus kendalli,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOA1,M,Neobue,Neolamprologus buescheri,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOD3,NA,Gralem,Grammatotria lemairii,Ectodini,23.08.14,Kachese,-8.490527778,30.4775
IOC5,NA,Altcal,Altolamprologus calvus,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOC7,NA,Neoobs,Neolamprologus obscurus,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOB1,F,Julreg,Julidochromis sp. "regani south",Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOB7,NA,Loblab,Lobochilotes labiatus,Tropheini,23.08.14,Kachese,-8.490527778,30.4775
IOC9,NA,Neoobs,Neolamprologus obscurus,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOA8,NA,Neobue,Neolamprologus buescheri,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
JEI9,F,Neofur,Neolamprologus furcifer,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
IOC6,NA,Neoobs,Neolamprologus obscurus,Lamprologini,23.08.14,Kachese,-8.490527778,30.4775
89-07-b,NA,Neogra,Neolamprologus gracilis,Lamprologini,27.09.89,Kafitilila DRC,-7.715222,30.234139
89-05-c,NA,Neomar,Neolamprologus marunguensis,Lamprologini,27.09.89,Kafitilila DRC,-7.715222,30.234139
88-05-b,NA,Neospl,Neolamprologus splendens,Lamprologini,03.10.88,Kafitilila DRC,-7.715222,30.234139
89-07-a,NA,Neogra,Neolamprologus gracilis,Lamprologini,27.09.89,Kafitilila DRC,-7.715222,30.234139
88-06,NA,Neonve,Neolamprologus nigriventris,Lamprologini,03.10.88,Kafitilila DRC,-7.715222,30.234139
89-07-d,NA,Neogra,Neolamprologus gracilis,Lamprologini,27.09.89,Kafitilila DRC,-7.715222,30.234139
89-02,NA,Neomar,Neolamprologus marunguensis,Lamprologini,26.09.89,Kafitilila DRC,-7.715222,30.234139
89-05-b,NA,Neomar,Neolamprologus marunguensis,Lamprologini,27.09.89,Kafitilila DRC,-7.715222,30.234139
JWH3,M,Neomar,Neolamprologus marunguensis,Lamprologini,12.10.15,Kafitilila DRC,-7.715222,30.234139
89-07-c,NA,Neogra,Neolamprologus gracilis,Lamprologini,27.09.89,Kafitilila DRC,-7.715222,30.234139
JWH4,F,Neomar,Neolamprologus marunguensis,Lamprologini,12.10.15,Kafitilila DRC,-7.715222,30.234139
89-05-a,NA,Neomar,Neolamprologus marunguensis,Lamprologini,27.09.89,Kafitilila DRC,-7.715222,30.234139
88-05-a,NA,Neospl,Neolamprologus splendens,Lamprologini,03.10.88,Kafitilila DRC,-7.715222,30.234139
KEA3,M,Petkas,Petrochromis sp. "kazumbae",Tropheini,24.06.15,Kaku,-4.896388889,29.61166667
KEA6,M,Petkas,Petrochromis sp. "kazumbae",Tropheini,24.06.15,Kaku,-4.896388889,29.61166667
KEA7,M,Petkas,Petrochromis sp. "kazumbae",Tropheini,24.06.15,Kaku,-4.896388889,29.61166667
KFI7,F,Neotre,Neolamprologus tretocephalus,Lamprologini,21.06.15,Kaku,-4.896388889,29.61166667
KFH8,F,Neotre,Neolamprologus tretocephalus,Lamprologini,21.06.15,Kaku,-4.896388889,29.61166667
KFI9,F,JulreK,Julidochromis regani,Lamprologini,21.06.15,Kaku,-4.896388889,29.61166667
KEA5,M,Petkas,Petrochromis sp. "kazumbae",Tropheini,24.06.15,Kaku,-4.896388889,29.61166667
KEB1,M,Petkas,Petrochromis sp. "kazumbae",Tropheini,24.06.15,Kaku,-4.896388889,29.61166667
KEA9,M,Petkas,Petrochromis sp. "kazumbae",Tropheini,24.06.15,Kaku,-4.896388889,29.61166667
KFI3,F,Neotre,Neolamprologus tretocephalus,Lamprologini,21.06.15,Kaku,-4.896388889,29.61166667
KHI6,M,Lamspe,Lamprologus speciosus,Lamprologini,24.06.15,Kaku,-4.896388889,29.61166667
KEA2,F,Petkas,Petrochromis sp. "kazumbae",Tropheini,24.06.15,Kaku,-4.896388889,29.61166667
KFI2,F,Neotre,Neolamprologus tretocephalus,Lamprologini,21.06.15,Kaku,-4.896388889,29.61166667
KEA1,F,Petkas,Petrochromis sp. "kazumbae",Tropheini,24.06.15,Kaku,-4.896388889,29.61166667
KFI4,M,Neotre,Neolamprologus tretocephalus,Lamprologini,21.06.15,Kaku,-4.896388889,29.61166667
KFH4,M,Neotre,Neolamprologus tretocephalus,Lamprologini,21.06.15,Kaku,-4.896388889,29.61166667
KFI5,M,Neotre,Neolamprologus tretocephalus,Lamprologini,21.06.15,Kaku,-4.896388889,29.61166667
KEB4,M,Petkas,Petrochromis sp. "kazumbae",Tropheini,24.06.15,Kaku,-4.896388889,29.61166667
KFH9,F,Neotre,Neolamprologus tretocephalus,Lamprologini,21.06.15,Kaku,-4.896388889,29.61166667
KHA5,F,Trodub,Tropheus duboisi,Tropheini,21.06.15,Kaku,-4.896388889,29.61166667
KHI7,F,Trodub,Tropheus duboisi,Tropheini,24.06.15,Kaku,-4.896388889,29.61166667
KFH5,F,Neotre,Neolamprologus tretocephalus,Lamprologini,21.06.15,Kaku,-4.896388889,29.61166667
KFH7,F,Neotre,Neolamprologus tretocephalus,Lamprologini,21.06.15,Kaku,-4.896388889,29.61166667
KFF4,F,JulreK,Julidochromis regani,Lamprologini,21.06.15,Kaku,-4.896388889,29.61166667
KEB3,M,Petkas,Petrochromis sp. "kazumbae",Tropheini,24.06.15,Kaku,-4.896388889,29.61166667
KHI5,M,Lamspe,Lamprologus speciosus,Lamprologini,24.06.15,Kaku,-4.896388889,29.61166667
KHA6,F,Trodub,Tropheus duboisi,Tropheini,21.06.15,Kaku,-4.896388889,29.61166667
KHI4,M,JulreK,Julidochromis regani,Lamprologini,24.06.15,Kaku,-4.896388889,29.61166667
KHA4,M,Trodub,Tropheus duboisi,Tropheini,21.06.15,Kaku,-4.896388889,29.61166667
KFI8,M,Neotre,Neolamprologus tretocephalus,Lamprologini,21.06.15,Kaku,-4.896388889,29.61166667
KHI3,F,JulreK,Julidochromis regani,Lamprologini,24.06.15,Kaku,-4.896388889,29.61166667
KEA4,F,Petkas,Petrochromis sp. "kazumbae",Tropheini,24.06.15,Kaku,-4.896388889,29.61166667
KEB2,M,Petkas,Petrochromis sp. "kazumbae",Tropheini,24.06.15,Kaku,-4.896388889,29.61166667
KFI6,M,Neotre,Neolamprologus tretocephalus,Lamprologini,21.06.15,Kaku,-4.896388889,29.61166667
LEI5,M,Cphfro,Cyphotilapia frontosa,Cyphotilapiini,10.07.15,Kalalangabo,-4.843611111,29.60944444
LEI1,F,Simmrg,Pseudosimochromis marginatus (North),Tropheini,10.07.15,Kalalangabo,-4.843611111,29.60944444
ONE7,M,Lamorn,Lamprologus ornatipinnis,Lamprologini,21.01.17,Kalalangabo,-4.843611111,29.60944444
ONE9,M,Lamorn,Lamprologus ornatipinnis,Lamprologini,21.01.17,Kalalangabo,-4.843611111,29.60944444
LEI2,F,Simmrg,Pseudosimochromis marginatus (North),Tropheini,10.07.15,Kalalangabo,-4.843611111,29.60944444
ONE8,M,Lamorn,Lamprologus ornatipinnis,Lamprologini,21.01.17,Kalalangabo,-4.843611111,29.60944444
ONF1,M,Lamorn,Lamprologus ornatipinnis,Lamprologini,21.01.17,Kalalangabo,-4.843611111,29.60944444
LEI3,F,Simmrg,Pseudosimochromis marginatus (North),Tropheini,10.07.15,Kalalangabo,-4.843611111,29.60944444
HXC5,F,HplspC,Haplochromis sp. "chipwa",Haplochromini,,Kalambo Lake / Chipwa,-8.601741667,31.18701111
IZH6,NA,TeldhS,Telmatochromis dhonti,Lamprologini,28.07.14,Kalambo Lake / Chipwa,-8.601741667,31.18701111
IZH1,NA,TeldhS,Telmatochromis dhonti,Lamprologini,28.07.14,Kalambo Lake / Chipwa,-8.601741667,31.18701111
IZC5,F,Astbur,Astatotilapia burtoni,Haplochromini,28.07.14,Kalambo Lake / Chipwa,-8.601741667,31.18701111
IZH5,NA,TeldhS,Telmatochromis dhonti,Lamprologini,28.07.14,Kalambo Lake / Chipwa,-8.601741667,31.18701111
